date,game,market,pick,line,proj,edge,book,odds,stake,result,profit,injury_notes,home_ml_prob,away_ml_prob,home_ml_edge,away_ml_edge,ml_candidate
2026-03-16,Orlando Magic @ Atlanta Hawks,MONEYLINE,Orlando Magic ML,,51.2% win prob,7.7,BetOnline.ag,1.91,0.5,Pending,0,,0.4885,0.5115,-12.88,7.68,Orlando Magic ML
2026-03-16,Orlando Magic @ Atlanta Hawks,SPREAD,Magic +3.0,3.0,Orlando Magic -5.2,8.2,BetOnline.ag,1.91,0.5,Pending,0,,0.4885,0.5115,-12.88,7.68,Orlando Magic ML
2026-03-16,Orlando Magic @ Atlanta Hawks,TOTAL,UNDER 231.0,231.0,221.0,10.0,BetOnline.ag,1.91,1.0,Pending,0,,0.4885,0.5115,-12.88,7.68,Orlando Magic ML
2026-03-16,Golden State Warriors @ Washington Wizards,SPREAD,Wizards +7.5,7.5,Washington Wizards -1.1,8.6,Caesars,1.91,0.5,Pending,0,,0.7648,0.2352,47.5,-51.11,
2026-03-16,Golden State Warriors @ Washington Wizards,TOTAL,OVER 233.0,233.0,243.2,10.2,Caesars,1.91,1.0,Pending,0,,0.7648,0.2352,47.5,-51.11,
2026-03-16,Phoenix Suns @ Boston Celtics,MONEYLINE,Boston Celtics ML,,94.4% win prob,13.8,FanDuel,1.91,1.0,Pending,0,,0.944,0.056,13.76,-18.73,Boston Celtics ML
2026-03-16,Phoenix Suns @ Boston Celtics,TOTAL,UNDER 214.5,214.5,210.5,4.0,FanDuel,1.91,0.0,Pending,0,,0.944,0.056,13.76,-18.73,Boston Celtics ML
2026-03-16,Portland Trail Blazers @ Brooklyn Nets,SPREAD,Nets +10.5,10.5,Brooklyn Nets -4.0,6.5,DraftKings,1.91,0.5,Pending,0,,0.5471,0.4529,33.97,-38.05,
2026-03-16,Portland Trail Blazers @ Brooklyn Nets,TOTAL,UNDER 221.5,221.5,216.2,5.3,DraftKings,1.91,0.5,Pending,0,,0.5471,0.4529,33.97,-38.05,
2026-03-16,Memphis Grizzlies @ Chicago Bulls,MONEYLINE,Memphis Grizzlies ML,,36.4% win prob,5.6,Caesars,1.91,0.5,Pending,0,,0.6363,0.3637,-9.37,5.6,Memphis Grizzlies ML
2026-03-16,Memphis Grizzlies @ Chicago Bulls,SPREAD,Grizzlies +7.0,7.0,Memphis Grizzlies -2.0,9.0,Caesars,1.91,0.5,Pending,0,,0.6363,0.3637,-9.37,5.6,Memphis Grizzlies ML
2026-03-16,Memphis Grizzlies @ Chicago Bulls,TOTAL,UNDER 243.5,243.5,233.8,9.7,Caesars,1.91,0.5,Pending,0,,0.6363,0.3637,-9.37,5.6,Memphis Grizzlies ML
2026-03-16,Dallas Mavericks @ New Orleans Pelicans,MONEYLINE,New Orleans Pelicans ML,,92.7% win prob,14.6,LowVig.ag,1.91,1.0,Pending,0,,0.9274,0.0726,14.61,-18.38,New Orleans Pelicans ML
2026-03-16,Dallas Mavericks @ New Orleans Pelicans,TOTAL,UNDER 240.5,240.5,228.7,11.8,LowVig.ag,1.91,1.0,Pending,0,,0.9274,0.0726,14.61,-18.38,New Orleans Pelicans ML
2026-03-16,Los Angeles Lakers @ Houston Rockets,SPREAD,Rockets -2.0,-2.0,Houston Rockets -7.3,5.3,Caesars,1.91,0.5,Pending,0,,0.9266,0.0734,36.16,-41.2,
2026-03-16,Los Angeles Lakers @ Houston Rockets,TOTAL,UNDER 225.0,225.0,215.6,9.4,Caesars,1.91,0.5,Pending,0,,0.9266,0.0734,36.16,-41.2,
2026-03-16,San Antonio Spurs @ Los Angeles Clippers,SPREAD,Clippers +8.0,8.0,Los Angeles Clippers -3.1,4.9,FanDuel,1.91,0.0,Pending,0,,0.587,0.413,31.23,-36.22,
2026-03-16,San Antonio Spurs @ Los Angeles Clippers,TOTAL,OVER 233.5,233.5,239.4,5.9,FanDuel,1.91,0.5,Pending,0,,0.587,0.413,31.23,-36.22,
